hexagon_n,tree_pct,pop_ft,tree_class,tree_class_text,pop_class,pop_class_text,combined_class
359,16.95785354700493,520.7777574113552,0,low,0,low,"low trees, low pop"
360,46.462145287496384,2106.749803139532,2,high,1,medium,"high trees, medium pop"
361,67.69544855514786,1429.8602369707005,2,high,0,low,"high trees, low pop"
362,33.02474884362091,5541.643667675001,1,medium,2,high,"medium trees, high pop"
363,29.052200736305362,260.15844482694774,0,low,0,low,"low trees, low pop"
364,44.80426785406459,2126.559307447309,1,medium,1,medium,"medium trees, medium pop"
365,59.47259278662944,2261.666568659217,2,high,1,medium,"high trees, medium pop"
366,13.7016178570195,4750.446447398863,0,low,2,high,"low trees, high pop"
367,58.36534591519342,2378.971698733141,2,high,1,medium,"high trees, medium pop"
368,38.13984109760552,3082.254776985037,1,medium,1,medium,"medium trees, medium pop"
369,24.00706563004659,5950.372948710123,0,low,2,high,"low trees, high pop"
370,11.79224172741637,3114.8837191220737,0,low,1,medium,"low trees, medium pop"
371,45.43501822358847,2759.497641176657,2,high,1,medium,"high trees, medium pop"
372,45.05879787469868,4521.445206540122,1,medium,2,high,"medium trees, high pop"
373,33.96067258995902,3991.235777458972,1,medium,2,high,"medium trees, high pop"
374,29.16707952110244,984.0783674863331,0,low,0,low,"low trees, low pop"
375,29.35145353090995,1591.101731636361,0,low,0,low,"low trees, low pop"
376,42.35357916753581,2940.316583538055,1,medium,1,medium,"medium trees, medium pop"
377,60.96581153807901,591.3986919123752,2,high,0,low,"high trees, low pop"
378,45.34885765023062,3448.592307480878,2,high,2,high,"high trees, high pop"
379,57.51093571557475,1043.802046908416,2,high,0,low,"high trees, low pop"
380,33.36533956256954,2130.5156865072017,1,medium,1,medium,"medium trees, medium pop"
381,0.0,0.0,0,low,0,low,"low trees, low pop"
382,54.969614532807,379.5606611190765,2,high,0,low,"high trees, low pop"
383,45.66048868789332,2867.6722133136277,2,high,1,medium,"high trees, medium pop"
384,46.47098413299468,1175.562246547574,2,high,0,low,"high trees, low pop"
385,0.0,0.9234436389862324,0,low,0,low,"low trees, low pop"
386,38.86978701154659,2822.2137967884246,1,medium,1,medium,"medium trees, medium pop"
387,44.78035937085973,1540.571156852678,1,medium,0,low,"medium trees, low pop"
388,25.85572767239202,2156.283967848247,0,low,1,medium,"low trees, medium pop"
389,36.66334422984419,1056.4373372834175,1,medium,0,low,"medium trees, low pop"
390,28.52545486125267,299.62779701294414,0,low,0,low,"low trees, low pop"
391,54.85995824866849,2822.920180691457,2,high,1,medium,"high trees, medium pop"
392,60.00596389241445,1889.1215333170755,2,high,1,medium,"high trees, medium pop"
393,64.31962948961711,1707.3613788907437,2,high,1,medium,"high trees, medium pop"
394,38.04292955302889,454.8104141423224,1,medium,0,low,"medium trees, low pop"
395,58.40751593276373,1300.8333776270642,2,high,0,low,"high trees, low pop"
396,43.14055374770855,1864.2287265306368,1,medium,1,medium,"medium trees, medium pop"
397,57.90809524743897,1312.629316421763,2,high,0,low,"high trees, low pop"
398,31.589915226493282,7351.909416533917,1,medium,2,high,"medium trees, high pop"
399,41.224559663653146,2885.264332476433,1,medium,1,medium,"medium trees, medium pop"
400,10.36713006227019,2519.678004051716,0,low,1,medium,"low trees, medium pop"
401,55.48044065455014,1781.2054849928793,2,high,1,medium,"high trees, medium pop"
402,38.15994403759222,3017.413938321896,1,medium,1,medium,"medium trees, medium pop"
403,26.83967538307633,1305.8331756817026,0,low,0,low,"low trees, low pop"
404,40.98082368447607,2907.80110024319,1,medium,1,medium,"medium trees, medium pop"
405,49.04224961342743,1873.6779489811147,2,high,1,medium,"high trees, medium pop"
406,48.43876992079023,334.58316871792664,2,high,0,low,"high trees, low pop"
407,16.32459898988379,12002.43034293979,0,low,2,high,"low trees, high pop"
408,40.84433585104532,2321.260597342085,1,medium,1,medium,"medium trees, medium pop"
409,29.15062181330515,1642.8685756207826,0,low,1,medium,"low trees, medium pop"
410,42.09738312436025,3894.247777370319,1,medium,2,high,"medium trees, high pop"
411,55.12079837439613,2683.297606944337,2,high,1,medium,"high trees, medium pop"
412,39.17636337310852,5362.262274267158,1,medium,2,high,"medium trees, high pop"
413,53.95903099991403,4454.206943060429,2,high,2,high,"high trees, high pop"
414,18.59064984613779,761.4638554028584,0,low,0,low,"low trees, low pop"
415,20.73372848322092,7227.601263855952,0,low,2,high,"low trees, high pop"
416,55.3541871815782,2643.719781733903,2,high,1,medium,"high trees, medium pop"
417,47.18881319721818,978.7915764492808,2,high,0,low,"high trees, low pop"
418,15.66854563268301,5659.745055120467,0,low,2,high,"low trees, high pop"
419,38.36392568448906,2615.6607740073814,1,medium,1,medium,"medium trees, medium pop"
420,62.49801857975219,918.1713143571336,2,high,0,low,"high trees, low pop"
421,37.46849433416069,2590.534366740169,1,medium,1,medium,"medium trees, medium pop"
422,7.52973553761411,1512.5849636801315,0,low,0,low,"low trees, low pop"
423,30.29015925311484,3332.9820031840427,0,low,2,high,"low trees, high pop"
424,38.80933227821766,2283.913218244267,1,medium,1,medium,"medium trees, medium pop"
425,5.0779623636354705,13669.13984865581,0,low,2,high,"low trees, high pop"
426,17.16057365901707,104.80221251076928,0,low,0,low,"low trees, low pop"
427,59.93987536351618,1393.4178068532517,2,high,0,low,"high trees, low pop"
428,29.06545958187866,3466.119486273971,0,low,2,high,"low trees, high pop"
429,39.57492328946723,1441.3744708998818,1,medium,0,low,"medium trees, low pop"
430,0.44769545544725997,248.3653207152497,0,low,0,low,"low trees, low pop"
431,60.94990346296627,2223.8943486683806,2,high,1,medium,"high trees, medium pop"
432,14.768965213432312,4684.476642960192,0,low,2,high,"low trees, high pop"
433,61.93351262475786,2057.9763001156207,2,high,1,medium,"high trees, medium pop"
434,32.80000326993005,1871.4331589843712,1,medium,1,medium,"medium trees, medium pop"
435,38.98411576232121,427.3194535151708,1,medium,0,low,"medium trees, low pop"
436,17.67603503399565,6548.654121259612,0,low,2,high,"low trees, high pop"
437,45.12923439807627,2571.1100499244294,1,medium,1,medium,"medium trees, medium pop"
438,35.84325875809092,1512.8611989583528,1,medium,0,low,"medium trees, low pop"
439,62.162243192617375,998.1290651077734,2,high,0,low,"high trees, low pop"
440,34.30621522475013,1416.2388719839796,1,medium,0,low,"medium trees, low pop"
441,0.0,0.0,0,low,0,low,"low trees, low pop"
442,43.47409841726762,3468.2064159219603,1,medium,2,high,"medium trees, high pop"
443,47.56580463905094,964.1507523461664,2,high,0,low,"high trees, low pop"
444,10.070296372452301,5656.795951997841,0,low,2,high,"low trees, high pop"
445,19.43229537913215,8447.870153524364,0,low,2,high,"low trees, high pop"
446,47.80216741063496,1310.386637671818,2,high,0,low,"high trees, low pop"
447,3.85461619119584,6847.177910585029,0,low,2,high,"low trees, high pop"
448,4.670075607223549,1000.3365732368082,0,low,0,low,"low trees, low pop"
449,44.69255443931221,1257.7858619270228,1,medium,0,low,"medium trees, low pop"
450,46.55245109215359,2186.1648087776325,2,high,1,medium,"high trees, medium pop"
451,48.18110625788934,929.9445753471524,2,high,0,low,"high trees, low pop"
452,29.414376877098107,2167.29385409659,0,low,1,medium,"low trees, medium pop"
453,29.024440129240197,4032.199148945832,0,low,2,high,"low trees, high pop"
454,14.446634991448601,5675.774642600265,0,low,2,high,"low trees, high pop"
455,42.717855549688586,2813.7558178939958,1,medium,1,medium,"medium trees, medium pop"
456,71.83696750924258,1035.356901726331,2,high,0,low,"high trees, low pop"
457,33.49444201963485,2806.19323284572,1,medium,1,medium,"medium trees, medium pop"
458,64.59262649954523,1344.046099969357,2,high,0,low,"high trees, low pop"
459,32.52243319691018,2144.804924127401,1,medium,1,medium,"medium trees, medium pop"
460,19.13378860451109,5450.022108190201,0,low,2,high,"low trees, high pop"
461,39.34595780134886,3901.798366207352,1,medium,2,high,"medium trees, high pop"
462,7.48888766381545,723.8125740040531,0,low,0,low,"low trees, low pop"
463,36.746685276059395,1219.200656999436,1,medium,0,low,"medium trees, low pop"
464,58.35794752523732,2331.5104707328355,2,high,1,medium,"high trees, medium pop"
465,44.130360316642445,4741.745782452472,1,medium,2,high,"medium trees, high pop"
466,50.04102939952726,1437.8647689133588,2,high,0,low,"high trees, low pop"
467,55.087209036604335,1760.8623919838203,2,high,1,medium,"high trees, medium pop"
468,49.94003781206369,3352.015941720076,2,high,2,high,"high trees, high pop"
469,18.41738126647127,3347.6533982316514,0,low,2,high,"low trees, high pop"
470,38.13107295152201,3309.5743702084405,1,medium,1,medium,"medium trees, medium pop"
471,43.1354911601312,2110.7716630445825,1,medium,1,medium,"medium trees, medium pop"
472,38.47908940828758,5567.41047228829,1,medium,2,high,"medium trees, high pop"
473,39.94637330302871,1912.875933884888,1,medium,1,medium,"medium trees, medium pop"
474,12.83855506671042,7019.638217739732,0,low,2,high,"low trees, high pop"
475,33.36454634447718,2472.60955565151,1,medium,1,medium,"medium trees, medium pop"
476,31.83336649123894,1985.514650447681,1,medium,1,medium,"medium trees, medium pop"
477,58.099823761103494,1719.0698872814874,2,high,1,medium,"high trees, medium pop"
478,24.700337764089532,4942.71108253493,0,low,2,high,"low trees, high pop"
479,22.37488315163959,2042.5616665238256,0,low,1,medium,"low trees, medium pop"
480,43.72849928483269,1887.7533951733485,1,medium,1,medium,"medium trees, medium pop"
481,69.81120316891906,849.7221414224774,2,high,0,low,"high trees, low pop"
482,42.7673782850551,3341.36473656694,1,medium,2,high,"medium trees, high pop"
483,48.82175332129325,2533.062510235842,2,high,1,medium,"high trees, medium pop"
484,57.011268221232214,2720.873836161584,2,high,1,medium,"high trees, medium pop"
485,58.57031901086428,1044.3775228350771,2,high,0,low,"high trees, low pop"
486,72.18788167213063,1154.7643429665002,2,high,0,low,"high trees, low pop"
487,28.558318114062047,4339.799685173409,0,low,2,high,"low trees, high pop"
488,32.42363210409053,1987.498327081344,1,medium,1,medium,"medium trees, medium pop"
489,39.876849890493034,2644.802839377347,1,medium,1,medium,"medium trees, medium pop"
490,55.37208690685341,1675.5556173679872,2,high,1,medium,"high trees, medium pop"
491,28.84615132725554,2080.6965906388214,0,low,1,medium,"low trees, medium pop"
492,18.87421948481757,11059.578540115728,0,low,2,high,"low trees, high pop"
493,16.092656580967972,822.1099777567621,0,low,0,low,"low trees, low pop"
494,44.27023599462984,3383.9985405605216,1,medium,2,high,"medium trees, high pop"
495,39.758529142975476,2011.410169391188,1,medium,1,medium,"medium trees, medium pop"
496,31.06713935945286,717.0221684967185,1,medium,0,low,"medium trees, low pop"
497,28.070381629379497,3255.7811312373587,0,low,1,medium,"low trees, medium pop"
498,65.81326043778894,1625.9633726640077,2,high,1,medium,"high trees, medium pop"
499,56.31033478295758,2595.275919366993,2,high,1,medium,"high trees, medium pop"
500,22.678513058622272,1311.7952332705768,0,low,0,low,"low trees, low pop"
501,24.10909844349657,3377.2133737576946,0,low,2,high,"low trees, high pop"
502,44.13994709480084,4601.510437253351,1,medium,2,high,"medium trees, high pop"
503,56.26310076730654,1281.707662805499,2,high,0,low,"high trees, low pop"
504,35.48350517635424,1305.535517274735,1,medium,0,low,"medium trees, low pop"
505,27.58435342889675,5338.261375714284,0,low,2,high,"low trees, high pop"
506,18.0911388929555,2902.693844144485,0,low,1,medium,"low trees, medium pop"
507,40.42155258020514,912.3147223085748,1,medium,0,low,"medium trees, low pop"
508,19.39274347749707,4663.881117826816,0,low,2,high,"low trees, high pop"
509,18.90339730466555,6517.643389111342,0,low,2,high,"low trees, high pop"
510,20.57300024723335,1526.3540280983473,0,low,0,low,"low trees, low pop"
511,28.776136632777384,845.1454805823372,0,low,0,low,"low trees, low pop"
512,61.34115487180172,1833.914621292493,2,high,1,medium,"high trees, medium pop"
513,35.088611570114246,4996.396435518183,1,medium,2,high,"medium trees, high pop"
514,17.26012646268254,4784.470427695705,0,low,2,high,"low trees, high pop"
515,0.0,5.694326762124604,0,low,0,low,"low trees, low pop"
516,31.54643930532947,4879.030631686192,1,medium,2,high,"medium trees, high pop"
517,60.58294202661417,1274.8932598846366,2,high,0,low,"high trees, low pop"
518,22.75596688017634,5513.204006206287,0,low,2,high,"low trees, high pop"
519,60.93704447430399,3983.038106782296,2,high,2,high,"high trees, high pop"
520,37.0094659159261,2543.1005977894747,1,medium,1,medium,"medium trees, medium pop"
521,37.983302899456476,1414.5542783493504,1,medium,0,low,"medium trees, low pop"
522,46.2790372798232,2362.199026917476,2,high,1,medium,"high trees, medium pop"
523,39.709341876719776,1114.201391041688,1,medium,0,low,"medium trees, low pop"
524,35.78741068404383,3435.9871336889328,1,medium,2,high,"medium trees, high pop"
525,29.9855112404453,5951.967021037082,0,low,2,high,"low trees, high pop"
526,6.95460182384009,11085.260534353816,0,low,2,high,"low trees, high pop"
527,52.54992186260788,2129.4396209914603,2,high,1,medium,"high trees, medium pop"
528,52.24479187558239,3145.2204660694683,2,high,1,medium,"high trees, medium pop"
529,4.90019499523378,19106.08145589455,0,low,2,high,"low trees, high pop"
530,7.162091411204551,8075.843981302954,0,low,2,high,"low trees, high pop"
531,51.58466703386904,2767.0117972748835,2,high,1,medium,"high trees, medium pop"
532,32.23129659953938,2073.3071267373653,1,medium,1,medium,"medium trees, medium pop"
533,26.99515190915653,3712.378523296878,0,low,2,high,"low trees, high pop"
534,43.49988603062966,1623.9397767671478,1,medium,1,medium,"medium trees, medium pop"
535,13.433309791229359,2600.941501415652,0,low,1,medium,"low trees, medium pop"
536,46.78764955615093,1024.6797518439882,2,high,0,low,"high trees, low pop"
537,37.6188077158612,788.5223778860095,1,medium,0,low,"medium trees, low pop"
538,60.739085530788415,1040.221521267923,2,high,0,low,"high trees, low pop"
539,45.583487560727946,3631.3117069948544,2,high,2,high,"high trees, high pop"
540,20.20943826925713,373.5658160480215,0,low,0,low,"low trees, low pop"
541,54.388322896838744,3606.431640218753,2,high,2,high,"high trees, high pop"
542,24.86953895061157,1872.8730312875675,0,low,1,medium,"low trees, medium pop"
543,8.520627871336819,10614.689537730404,0,low,2,high,"low trees, high pop"
544,58.0568158344399,2189.2903876674823,2,high,1,medium,"high trees, medium pop"
545,58.934848723798574,819.6710554160617,2,high,0,low,"high trees, low pop"
546,60.99375559232131,2837.9131050797805,2,high,1,medium,"high trees, medium pop"
547,46.444126604329426,1322.3531495714672,2,high,0,low,"high trees, low pop"
548,9.94564367041762,2394.3836350800943,0,low,1,medium,"low trees, medium pop"
549,46.34293493852116,2681.695836202712,2,high,1,medium,"high trees, medium pop"
550,26.86072130082634,1550.5025132646313,0,low,0,low,"low trees, low pop"
551,38.26875689108964,2235.0024342003558,1,medium,1,medium,"medium trees, medium pop"
552,63.69802064826224,1596.3257098137751,2,high,0,low,"high trees, low pop"
553,36.75031763661301,1418.215937532749,1,medium,0,low,"medium trees, low pop"
554,21.38022522407072,6421.804553383472,0,low,2,high,"low trees, high pop"
555,21.1924394884255,4618.02389401841,0,low,2,high,"low trees, high pop"
556,6.0401475199205805,3494.570317800168,0,low,2,high,"low trees, high pop"
557,51.11133725285411,1721.3845674920317,2,high,1,medium,"high trees, medium pop"
558,23.880934942248828,3203.2226016969075,0,low,1,medium,"low trees, medium pop"
559,49.01472678686724,1682.636735112264,2,high,1,medium,"high trees, medium pop"
560,58.88308044899067,1747.2232334442729,2,high,1,medium,"high trees, medium pop"
561,2.75271139776451,533.5417639586527,0,low,0,low,"low trees, low pop"
562,0.0,12.66342227330395,0,low,0,low,"low trees, low pop"
563,51.46482400719145,2024.1956772983,2,high,1,medium,"high trees, medium pop"
564,65.03276182395645,1567.7379078866509,2,high,0,low,"high trees, low pop"
565,55.47404518249562,832.0122207428017,2,high,0,low,"high trees, low pop"
566,35.94335283038892,2581.87436170578,1,medium,1,medium,"medium trees, medium pop"
567,33.80643309520242,5215.583509672622,1,medium,2,high,"medium trees, high pop"
568,48.33727002525101,3580.088776458011,2,high,2,high,"high trees, high pop"
569,12.35522947957405,8505.889988491583,0,low,2,high,"low trees, high pop"
570,25.2874270584652,7131.793428392037,0,low,2,high,"low trees, high pop"
571,54.41030908708806,1589.5283938152386,2,high,0,low,"high trees, low pop"
572,41.36723132817771,1853.877318249029,1,medium,1,medium,"medium trees, medium pop"
573,61.064797888460774,2759.392591853001,2,high,1,medium,"high trees, medium pop"
574,2.97323651440627,237.4455998963,0,low,0,low,"low trees, low pop"
575,0.0,0.0,0,low,0,low,"low trees, low pop"
576,55.7201002008407,2257.771560919372,2,high,1,medium,"high trees, medium pop"
577,25.595012808318902,4421.367443290411,0,low,2,high,"low trees, high pop"
578,42.92288335378044,3873.3163173832154,1,medium,2,high,"medium trees, high pop"
579,55.30153809280475,1525.8648170648542,2,high,0,low,"high trees, low pop"
580,53.160775233511174,2074.4733064857187,2,high,1,medium,"high trees, medium pop"
581,18.70795790764979,4387.302723324168,0,low,2,high,"low trees, high pop"
582,52.25081794609693,1388.8452480138517,2,high,0,low,"high trees, low pop"
583,38.73917824613905,4343.532578421925,1,medium,2,high,"medium trees, high pop"
584,56.77611361940662,965.0385914846158,2,high,0,low,"high trees, low pop"
585,15.85684167379307,5404.838977286395,0,low,2,high,"low trees, high pop"
586,14.78067147913395,1473.867428533879,0,low,0,low,"low trees, low pop"
587,43.71151929134627,3023.4988893116224,1,medium,1,medium,"medium trees, medium pop"
588,28.53633134830576,9344.761044702347,0,low,2,high,"low trees, high pop"
589,43.30192673076312,409.046818560318,1,medium,0,low,"medium trees, low pop"
590,40.12223764886971,3665.2768865173935,1,medium,2,high,"medium trees, high pop"
591,33.43774183562001,955.8822958410587,1,medium,0,low,"medium trees, low pop"
592,48.233580932489915,4328.292796426559,2,high,2,high,"high trees, high pop"
593,13.783326217369348,220.33532233554507,0,low,0,low,"low trees, low pop"
594,31.46473874297427,2688.659761918,1,medium,1,medium,"medium trees, medium pop"
595,25.7133310057661,10940.137360918288,0,low,2,high,"low trees, high pop"
596,8.13154480707753,2795.5614232624284,0,low,1,medium,"low trees, medium pop"
597,55.059361578735256,3052.406890044494,2,high,1,medium,"high trees, medium pop"
598,76.65570301529606,2728.0146006969835,2,high,1,medium,"high trees, medium pop"
599,28.09741808452181,1502.2216810385532,0,low,0,low,"low trees, low pop"
600,32.04957557243204,3686.827549904467,1,medium,2,high,"medium trees, high pop"
601,21.994633938006768,7962.990136128402,0,low,2,high,"low trees, high pop"
602,5.1715940848035995,5068.709848251939,0,low,2,high,"low trees, high pop"
603,43.35026567862174,1444.4662347802346,1,medium,0,low,"medium trees, low pop"
604,21.30694996142306,1535.3468804218185,0,low,0,low,"low trees, low pop"
605,55.33108279720393,1381.2713556463666,2,high,0,low,"high trees, low pop"
606,32.20352472622446,915.9455069246249,1,medium,0,low,"medium trees, low pop"
607,0.0,318.13521471278125,0,low,0,low,"low trees, low pop"
608,40.30681390160932,574.5763768613923,1,medium,0,low,"medium trees, low pop"
609,22.71285209063379,1968.4088235140423,0,low,1,medium,"low trees, medium pop"
610,65.95888651478441,1904.1303988064617,2,high,1,medium,"high trees, medium pop"
611,47.4347808159932,1130.1755704041202,2,high,0,low,"high trees, low pop"
612,29.70938703140074,7537.182949614058,0,low,2,high,"low trees, high pop"
613,33.73156644768267,1773.8469748547266,1,medium,1,medium,"medium trees, medium pop"
614,20.75598438380106,1447.9732989293536,0,low,0,low,"low trees, low pop"
615,24.14982864608527,3593.9986152250385,0,low,2,high,"low trees, high pop"
616,43.7283538716931,1405.0594454755094,1,medium,0,low,"medium trees, low pop"
617,38.530181054022975,994.8497991068838,1,medium,0,low,"medium trees, low pop"
618,77.81725953363667,939.2670981011408,2,high,0,low,"high trees, low pop"
619,37.88222673974862,2559.96161378362,1,medium,1,medium,"medium trees, medium pop"
620,7.708704373841139,193.74528615155492,0,low,0,low,"low trees, low pop"
621,21.82007769305257,2245.7186993562013,0,low,1,medium,"low trees, medium pop"
622,67.30029681582894,1430.8274385309687,2,high,0,low,"high trees, low pop"
623,12.728045937646728,11331.692024762024,0,low,2,high,"low trees, high pop"
624,0.008035545753388076,83.77054523580215,0,low,0,low,"low trees, low pop"
625,12.01062303038542,42.78084438560604,0,low,0,low,"low trees, low pop"
626,72.46178169626559,1277.9260144944287,2,high,0,low,"high trees, low pop"
627,36.16411352951788,5968.922215658075,1,medium,2,high,"medium trees, high pop"
628,38.49976069316839,926.0230155650598,1,medium,0,low,"medium trees, low pop"
629,23.77327877411252,7577.304526906853,0,low,2,high,"low trees, high pop"
630,32.75739049308313,2797.440125896154,1,medium,1,medium,"medium trees, medium pop"
631,25.2830089833685,3966.6080973155504,0,low,2,high,"low trees, high pop"
632,39.289096586553555,1137.489175062086,1,medium,0,low,"medium trees, low pop"
633,16.684059044258152,6281.576440396028,0,low,2,high,"low trees, high pop"
634,23.427248731402102,3926.0161278236073,0,low,2,high,"low trees, high pop"
635,46.88814892171755,590.5156289434901,2,high,0,low,"high trees, low pop"
636,48.67768629764565,984.5295029107044,2,high,0,low,"high trees, low pop"
637,15.596687802493589,10170.904488394077,0,low,2,high,"low trees, high pop"
638,34.78748010696439,3289.643683165224,1,medium,1,medium,"medium trees, medium pop"
639,42.98051338126421,697.4991526852489,1,medium,0,low,"medium trees, low pop"
640,27.313238061461547,1906.741329896384,0,low,1,medium,"low trees, medium pop"
641,30.95936365753811,3525.311839896557,0,low,2,high,"low trees, high pop"
642,68.24794276468045,1581.500974000143,2,high,0,low,"high trees, low pop"
643,57.04216468190481,1799.8170069403504,2,high,1,medium,"high trees, medium pop"
644,43.64107840058439,3438.08220528709,1,medium,2,high,"medium trees, high pop"
645,42.64397032983262,2380.952637693928,1,medium,1,medium,"medium trees, medium pop"
646,40.841772611574825,772.7210083626723,1,medium,0,low,"medium trees, low pop"
647,34.29082801054696,3214.633464955144,1,medium,1,medium,"medium trees, medium pop"
648,63.2059299916629,1441.5039720711172,2,high,0,low,"high trees, low pop"
649,26.67336339363684,1058.6138003513804,0,low,0,low,"low trees, low pop"
650,9.690360455428989,936.8870932957886,0,low,0,low,"low trees, low pop"
651,34.892883549757045,1539.2494094337244,1,medium,0,low,"medium trees, low pop"
652,61.18460536529857,1524.579830064975,2,high,0,low,"high trees, low pop"
653,65.00838408290089,1580.3512778872953,2,high,0,low,"high trees, low pop"
654,67.15303316365207,1386.1893590106683,2,high,0,low,"high trees, low pop"
655,55.25946150854476,3277.391315885166,2,high,1,medium,"high trees, medium pop"
656,36.504934617349,1759.246930780467,1,medium,1,medium,"medium trees, medium pop"
657,45.446453903075366,2951.70198484481,2,high,1,medium,"high trees, medium pop"
658,41.43047444545477,2785.427779389888,1,medium,1,medium,"medium trees, medium pop"
659,38.63538144124174,3553.597771996261,1,medium,2,high,"medium trees, high pop"
660,33.77094466161744,1588.6828326059904,1,medium,0,low,"medium trees, low pop"
661,6.545165409943469,1657.2856369200874,0,low,1,medium,"low trees, medium pop"
662,45.25929575419322,3050.6761346777275,1,medium,1,medium,"medium trees, medium pop"
663,59.49873925440541,2820.676894716305,2,high,1,medium,"high trees, medium pop"
664,0.0,0.0,0,low,0,low,"low trees, low pop"
665,19.29309122870642,2174.627139596027,0,low,1,medium,"low trees, medium pop"
666,54.6193808200256,535.1361141926152,2,high,0,low,"high trees, low pop"
667,25.001518741114293,6151.486637137916,0,low,2,high,"low trees, high pop"
668,49.33741998148728,1524.000366663984,2,high,0,low,"high trees, low pop"
669,42.88269526498349,2263.145089058088,1,medium,1,medium,"medium trees, medium pop"
670,33.49011590684718,3169.3301960008107,1,medium,1,medium,"medium trees, medium pop"
671,43.49737121412136,2189.6100195257104,1,medium,1,medium,"medium trees, medium pop"
672,32.54749561485893,2518.1424280968363,1,medium,1,medium,"medium trees, medium pop"
673,51.47964378111198,2993.3276220585194,2,high,1,medium,"high trees, medium pop"
674,6.58641133560311,893.2649222660298,0,low,0,low,"low trees, low pop"
675,57.32164149503953,2191.1655888869486,2,high,1,medium,"high trees, medium pop"
676,26.39148724894806,4918.116065507779,0,low,2,high,"low trees, high pop"
677,62.51374757511504,2297.3108237621022,2,high,1,medium,"high trees, medium pop"
678,49.85646913743827,1899.9007133040948,2,high,1,medium,"high trees, medium pop"
679,21.80122588893261,4616.1950771610445,0,low,2,high,"low trees, high pop"
680,39.14756449120069,3271.856732568378,1,medium,1,medium,"medium trees, medium pop"
681,62.035780414942835,578.0519902606223,2,high,0,low,"high trees, low pop"
682,51.681349189734014,1463.5677007364786,2,high,0,low,"high trees, low pop"
683,28.95731695024305,4110.737715374021,0,low,2,high,"low trees, high pop"
684,39.81504594868171,1357.3835189577414,1,medium,0,low,"medium trees, low pop"
685,13.36708277994552,33173.47628043679,0,low,2,high,"low trees, high pop"
686,28.77797434448061,3324.6275535952664,0,low,2,high,"low trees, high pop"
687,75.22634357710423,1750.7885639012077,2,high,1,medium,"high trees, medium pop"
688,33.58848789508131,2551.672332378761,1,medium,1,medium,"medium trees, medium pop"
689,38.73089974042749,1558.2612907735158,1,medium,0,low,"medium trees, low pop"
690,34.98546932227587,1977.4562598861608,1,medium,1,medium,"medium trees, medium pop"
691,16.10742451042912,8732.276840321107,0,low,2,high,"low trees, high pop"
692,48.01420552212881,4144.470926472136,2,high,2,high,"high trees, high pop"
693,24.84752694788662,4401.130898759148,0,low,2,high,"low trees, high pop"
694,58.029282709366925,1571.7946085544486,2,high,0,low,"high trees, low pop"
695,36.040401319108675,3135.533706066656,1,medium,1,medium,"medium trees, medium pop"
696,30.649708664453918,2841.6367559738383,0,low,1,medium,"low trees, medium pop"
697,53.09624930854267,1485.5851973114573,2,high,0,low,"high trees, low pop"
698,17.080393455447222,4982.925220496981,0,low,2,high,"low trees, high pop"
699,47.838983959469076,2057.292211517553,2,high,1,medium,"high trees, medium pop"
700,79.42816559319293,1291.0101126108095,2,high,0,low,"high trees, low pop"
701,33.35133981533432,1151.1210352721896,1,medium,0,low,"medium trees, low pop"
702,33.55244269828254,1204.685217569389,1,medium,0,low,"medium trees, low pop"
703,33.144605746074355,1434.6821836387996,1,medium,0,low,"medium trees, low pop"
704,35.500827389091185,3748.129649118816,1,medium,2,high,"medium trees, high pop"
705,52.11515882775183,2385.2048627122367,2,high,1,medium,"high trees, medium pop"
706,6.274326398901859,9189.189812470317,0,low,2,high,"low trees, high pop"
707,36.8810863618016,5846.525805009668,1,medium,2,high,"medium trees, high pop"
708,49.34972350237375,651.1353929766543,2,high,0,low,"high trees, low pop"
709,41.703812409930116,2372.909740169142,1,medium,1,medium,"medium trees, medium pop"
710,9.76181913785457,14923.87593656054,0,low,2,high,"low trees, high pop"
711,0.0,0.0,0,low,0,low,"low trees, low pop"
712,9.04108904024748,7564.244594244864,0,low,2,high,"low trees, high pop"
713,40.79182304312352,1384.4458167934683,1,medium,0,low,"medium trees, low pop"
714,35.2823295866158,2718.038497106031,1,medium,1,medium,"medium trees, medium pop"
715,32.37907637931241,2209.024574379643,1,medium,1,medium,"medium trees, medium pop"
716,14.19452033131254,9629.719263218898,0,low,2,high,"low trees, high pop"
717,41.63140194027435,2465.455218268477,1,medium,1,medium,"medium trees, medium pop"
718,58.010839420387384,4054.378823108065,2,high,2,high,"high trees, high pop"
719,18.02023036938702,983.9602835136592,0,low,0,low,"low trees, low pop"
720,40.24108871687082,1678.8626429873357,1,medium,1,medium,"medium trees, medium pop"
721,50.07953566671528,2884.2012082525325,2,high,1,medium,"high trees, medium pop"
722,0.90448261949069,1034.473438926976,0,low,0,low,"low trees, low pop"
723,34.094573685022326,3939.699797473205,1,medium,2,high,"medium trees, high pop"
724,18.75648581737937,4650.155395540012,0,low,2,high,"low trees, high pop"
725,69.00859880023889,868.0124627060293,2,high,0,low,"high trees, low pop"
726,61.240629801981896,922.6824128322156,2,high,0,low,"high trees, low pop"
727,24.73592572583967,2010.4690834446424,0,low,1,medium,"low trees, medium pop"
728,0.0,0.0,0,low,0,low,"low trees, low pop"
729,60.389384365216195,2312.902553649744,2,high,1,medium,"high trees, medium pop"
