city_id,tr_pct_bin,pop_ft_pct,pop_ft,UC_NM_MN,CTR_MN_NM,CTR_MN_ISO,continent
359.0,"[0.12, 0.14)",0.10426759038598524,154573.73628046268,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.14, 0.16)",0.06889404146239313,102133.45639696102,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.16, 0.18)",0.04933496828187825,73137.68687257441,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.18, 0.2)",0.035641277274984146,52837.17954743056,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.2, 0.22)",0.021948859610648557,32538.55991640245,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.22, 0.24)",0.03318904532003075,49201.8154414769,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.24, 0.26)",0.03309802626803855,49066.882286437474,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.26, 0.28)",0.018988942357009896,28150.566799056654,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.28, 0.3)",0.006902906812415101,10233.362958143887,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.3, 0.32)",0.017648300814703526,26163.103854531262,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.32, 0.34)",0.003647152965022594,5406.800507261793,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.34, 0.36)",0.0005471023311078854,811.063640523753,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.36, 0.38)",0.007442272239816199,11032.956859041231,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.38, 0.4)",0.0058070233846391674,8608.746954915187,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.42, 0.44)",0.0002778485560487708,411.9025794074816,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.44, 0.46)",0.0021786663471182657,3229.810875420813,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.46, 0.48)",0.00010885387116356568,161.3727670511705,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.5, 0.52)",0.0005039420954995207,747.079819165331,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.54, 0.56)",0.0014329313312749245,2124.279930979145,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.6, 0.62)",0.0032840355108625452,4868.489212348502,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.64, 0.66)",3.066663406982932e-05,45.4624125269552,Tegucigalpa,Honduras,HND,Americas
367.0,"[0.0, 0.02)",1.4243749439161241e-05,18.728787601278988,Managua,Nicaragua,NIC,Americas
367.0,"[0.02, 0.04)",0.01284482255499046,16889.369925809377,Managua,Nicaragua,NIC,Americas
367.0,"[0.04, 0.06)",0.08217061375049263,108044.30242001885,Managua,Nicaragua,NIC,Americas
367.0,"[0.06, 0.08)",0.10781359318259287,141761.6826153877,Managua,Nicaragua,NIC,Americas
367.0,"[0.08, 0.1)",0.12010308191673012,157920.8565192163,Managua,Nicaragua,NIC,Americas
367.0,"[0.1, 0.12)",0.1312750422790651,172610.6173585084,Managua,Nicaragua,NIC,Americas
367.0,"[0.12, 0.14)",0.06624918925205076,87109.57740152844,Managua,Nicaragua,NIC,Americas
367.0,"[0.14, 0.16)",0.09339401894802986,122801.70692264561,Managua,Nicaragua,NIC,Americas
367.0,"[0.16, 0.18)",0.0511272464634289,67226.07300428535,Managua,Nicaragua,NIC,Americas
367.0,"[0.18, 0.2)",0.030158381085874743,39654.58085094189,Managua,Nicaragua,NIC,Americas
367.0,"[0.2, 0.22)",0.029792210405727607,39173.111212376316,Managua,Nicaragua,NIC,Americas
